Region,Season,Production Volume (Tonnes),Cultivated Area (Hectares),Yield (kg/ha),Irrigation Coverage (%),Seed Type,Fertilizer Usage (kg/ha),Pesticide Usage (L/ha),Storage Availability,Rainfall (mm),Temperature (°C),Humidity (%),Labor Availability,Wholesale Price (₹/kg),Retail Price (₹/kg),Domestic Consumption (Tonnes),Export Volume (Tonnes),Processing Demand (Tonnes),Transportation Cost (₹/tonne)
Maharashtra,Kharif,14454,2979,6428,64,Non-Hybrid,232,6,Cold,144,30,68,182,17,21,333360,11520,12979,1117
Gujarat,Kharif,14816,1298,6129,93,Non-Hybrid,216,4,Cold,173,29,53,134,19,27,342512,10390,13905,998
Andhra Pradesh,Kharif,14781,1502,6916,71,Hybrid,256,5,General,156,30,55,162,19,25,376865,11939,12814,1173
Tamil Nadu,Kharif,11104,1857,6786,79,Hybrid,292,6,Cold,126,25,61,112,12,21,270389,10284,8280,1018
Karnataka,Rabi,12533,1480,8123,88,Hybrid,212,4,Cold,153,27,63,150,17,29,279598,10674,11882,1169
Maharashtra,Rabi,21774,1565,6681,71,Hybrid,275,6,General,86,30,68,104,20,29,296048,7715,14416,1058
Uttar Pradesh,Kharif,16943,2341,7382,62,Non-Hybrid,317,6,General,97,30,73,173,16,20,381884,9764,10558,1128
West Bengal,Kharif,18911,2432,6441,66,Hybrid,294,7,General,83,28,50,125,17,24,340496,6581,8064,1055
Maharashtra,Rabi,15944,2921,6924,70,Hybrid,309,5,Cold,101,29,62,119,18,29,375178,11055,10286,1174
Tamil Nadu,Kharif,10002,1949,7690,91,Hybrid,306,7,Cold,173,28,68,125,12,21,320726,9749,11853,999
Karnataka,Kharif,21939,2658,7220,82,Non-Hybrid,296,5,General,138,24,70,179,15,21,276051,7601,9250,903
Maharashtra,Kharif,21131,2347,6879,85,Non-Hybrid,301,6,General,161,26,61,119,18,29,363777,7576,12994,1043
Karnataka,Rabi,23292,1506,7707,73,Hybrid,270,5,Cold,122,29,70,197,18,20,388562,10229,12546,1002
Uttar Pradesh,Kharif,15377,2097,6185,77,Hybrid,222,6,General,166,24,63,168,12,22,398407,8593,14026,980
West Bengal,Kharif,24578,2747,7474,66,Hybrid,230,4,Cold,134,26,74,170,20,21,289526,11872,10525,967
Rajasthan,Kharif,10053,1739,6734,87,Hybrid,201,7,Cold,103,29,74,100,19,21,399711,7729,8521,931
Punjab,Kharif,21241,2074,7115,94,Non-Hybrid,299,6,General,137,27,54,175,15,21,340410,7274,14454,1102
Rajasthan,Rabi,23961,2684,6047,76,Hybrid,290,4,Cold,142,27,52,181,13,24,381620,9019,11255,1056
Madhya Pradesh,Rabi,24912,1668,7917,92,Hybrid,249,6,General,127,29,60,192,19,30,330716,6162,9402,909
Uttar Pradesh,Rabi,10861,2893,8033,75,Non-Hybrid,299,6,Cold,168,25,57,101,17,22,259319,11659,14190,1171
Punjab,Rabi,11067,2732,6036,67,Non-Hybrid,261,5,General,130,26,67,196,16,24,331790,8120,8237,1007
West Bengal,Rabi,20322,1398,7615,88,Hybrid,275,7,Cold,126,24,61,187,18,23,393737,5823,10774,920
Andhra Pradesh,Rabi,11211,2919,6179,74,Hybrid,269,7,General,126,24,66,161,19,20,254522,11124,11726,1188
Punjab,Rabi,22432,2702,6644,67,Hybrid,249,5,General,140,29,55,150,14,26,377047,6732,13308,1121
Maharashtra,Kharif,24286,2456,6531,94,Non-Hybrid,220,6,Cold,162,30,50,136,16,28,355290,6902,11155,1148
Karnataka,Rabi,19525,2178,8098,64,Non-Hybrid,244,7,Cold,110,27,55,191,19,30,260592,7867,10533,1046
Maharashtra,Kharif,14409,2434,6813,63,Hybrid,272,6,Cold,132,24,55,166,15,24,330432,8608,12157,997
Uttar Pradesh,Rabi,21673,1868,7232,64,Non-Hybrid,228,4,General,131,27,73,165,16,27,307859,11105,9591,920
Karnataka,Rabi,14852,2901,7141,92,Non-Hybrid,309,6,General,168,29,71,179,19,30,289472,7692,12427,1048
Rajasthan,Rabi,13935,2766,6890,90,Hybrid,257,6,Cold,149,27,70,196,14,26,265606,6131,12962,1177
Gujarat,Kharif,18160,1969,6327,95,Hybrid,312,6,General,94,29,54,143,16,28,373449,10883,14553,999
Uttar Pradesh,Rabi,22816,2752,8267,64,Hybrid,216,4,General,82,26,54,189,13,25,342106,5685,9427,931
Uttar Pradesh,Rabi,24767,2975,6746,70,Hybrid,278,7,General,133,29,57,178,18,27,365316,11168,13597,1153
Karnataka,Kharif,18510,2205,8132,64,Hybrid,241,4,Cold,177,26,58,193,15,27,379263,8319,8285,1160
Gujarat,Kharif,12790,2976,7989,84,Non-Hybrid,224,7,Cold,167,24,56,115,17,20,397649,8459,12317,919
Uttar Pradesh,Rabi,16679,2392,7500,82,Hybrid,213,6,General,118,28,58,145,12,28,313098,8985,11432,1064
Punjab,Kharif,18728,2511,6131,93,Non-Hybrid,290,4,Cold,164,30,73,145,18,29,332278,6534,11467,1036
West Bengal,Rabi,20629,2364,6431,75,Non-Hybrid,249,4,General,168,28,71,114,16,25,380362,7765,10323,1139
West Bengal,Rabi,14201,1452,6546,68,Non-Hybrid,292,7,Cold,177,24,66,199,14,27,365549,8469,14532,964
Gujarat,Kharif,13947,1862,8285,92,Hybrid,311,5,General,81,24,64,115,13,29,345631,9881,14155,952
Madhya Pradesh,Kharif,13847,1480,6278,75,Non-Hybrid,257,4,General,165,24,69,157,19,25,252848,8488,8986,1088
Punjab,Rabi,10128,2860,7449,73,Hybrid,230,4,General,147,25,51,170,16,21,348069,5513,11520,1170
Rajasthan,Rabi,17414,2651,8183,61,Non-Hybrid,271,7,Cold,153,26,50,185,13,24,327367,11420,11493,1101
Tamil Nadu,Kharif,13235,2654,8118,71,Non-Hybrid,257,6,General,118,28,73,114,18,28,390400,8448,12840,1006
Andhra Pradesh,Kharif,19614,2188,7925,66,Hybrid,238,5,General,99,28,65,104,20,24,263555,11674,9851,980
Rajasthan,Kharif,10629,1318,7563,61,Non-Hybrid,251,4,General,126,28,50,171,17,22,392886,6876,8861,1041
West Bengal,Kharif,12565,1963,7699,70,Non-Hybrid,232,4,Cold,107,27,61,198,17,30,263386,6827,8119,1129
Maharashtra,Rabi,21569,2484,6084,83,Hybrid,272,5,Cold,158,25,57,156,17,25,258281,11968,9074,1106
Tamil Nadu,Kharif,20917,2738,7876,67,Hybrid,299,5,Cold,126,25,51,177,17,25,312915,8207,12082,1153
Madhya Pradesh,Kharif,19311,2570,6774,64,Hybrid,272,6,General,166,30,51,160,17,24,291989,11568,9199,1132
Andhra Pradesh,Rabi,21717,1653,7996,91,Non-Hybrid,267,5,General,117,29,73,108,20,30,268233,8374,11096,1079
Karnataka,Kharif,13937,1425,7756,78,Non-Hybrid,289,5,General,128,26,54,105,13,21,303388,6165,11779,902
Gujarat,Rabi,13623,2187,6136,81,Hybrid,282,7,Cold,103,26,64,170,14,27,269622,6023,12897,925
West Bengal,Kharif,12360,2919,6226,67,Hybrid,217,5,Cold,103,26,66,150,14,29,274484,11145,14882,1096
Tamil Nadu,Rabi,13725,2469,8042,91,Non-Hybrid,258,4,Cold,81,26,64,169,13,22,319211,7015,8567,1140
Rajasthan,Rabi,21379,1885,7012,73,Hybrid,301,6,Cold,105,25,50,120,17,25,337037,6672,11392,1187
Karnataka,Kharif,24941,2255,8007,79,Hybrid,305,5,General,177,28,66,114,18,22,395703,8432,13152,1070
Gujarat,Kharif,18938,2132,6293,62,Non-Hybrid,315,4,Cold,109,30,62,140,17,29,373499,5971,11531,1039
Karnataka,Rabi,13859,1575,6794,63,Hybrid,201,7,General,169,27,62,136,14,26,354005,10069,8146,1179
Punjab,Rabi,15896,1594,6022,66,Hybrid,320,5,Cold,119,24,60,181,16,25,372547,6961,13987,987
Madhya Pradesh,Kharif,15396,2518,7007,78,Hybrid,273,4,Cold,107,30,52,124,19,20,359309,9958,9450,1157
Rajasthan,Rabi,16582,2389,7870,85,Hybrid,261,5,Cold,167,24,72,193,13,21,309384,6821,11146,972
Andhra Pradesh,Rabi,18172,2776,7917,71,Non-Hybrid,231,6,General,177,25,72,143,13,25,313581,8826,10924,925
Tamil Nadu,Kharif,10205,2472,6802,60,Hybrid,318,4,General,126,29,55,183,14,30,272099,5122,10482,958
Maharashtra,Kharif,22038,2806,7709,80,Hybrid,237,4,Cold,165,30,58,150,19,26,319683,6278,14152,962
West Bengal,Rabi,12735,2096,7536,64,Hybrid,294,6,General,123,26,55,146,12,30,297365,8894,8601,1067
Punjab,Rabi,18956,1753,7560,76,Hybrid,275,4,General,109,25,66,195,18,21,392248,8024,8528,1134
Tamil Nadu,Rabi,11470,2558,7002,80,Hybrid,280,7,Cold,156,27,55,165,16,23,391323,6471,8901,969
West Bengal,Kharif,21509,2211,7341,84,Non-Hybrid,227,5,General,83,29,68,126,16,24,299379,11283,9879,1014
Rajasthan,Kharif,15675,1451,6087,81,Hybrid,235,7,General,180,30,57,143,13,28,394948,7900,9617,1167
Rajasthan,Rabi,22570,2736,6001,95,Hybrid,224,7,General,154,27,74,158,20,28,262384,10538,12845,1196
Tamil Nadu,Kharif,16639,1722,6677,70,Hybrid,237,6,General,113,25,71,191,12,26,317647,10240,14662,1190
Tamil Nadu,Rabi,23248,1584,7728,69,Non-Hybrid,270,6,Cold,106,26,51,178,18,20,388541,5455,11832,1009
Gujarat,Rabi,11696,2886,8177,61,Hybrid,297,6,General,95,29,63,198,16,22,379106,5314,12401,1007
Andhra Pradesh,Kharif,23911,2706,7516,65,Hybrid,285,6,General,121,30,61,101,14,28,394311,10288,13916,971
West Bengal,Kharif,15437,1446,8156,79,Non-Hybrid,204,7,Cold,143,26,61,141,18,30,307643,6858,12738,1155
Punjab,Kharif,12472,1258,6154,82,Non-Hybrid,316,6,Cold,110,30,72,160,15,20,253529,7634,8346,1029
West Bengal,Rabi,14911,1791,6502,92,Non-Hybrid,293,6,Cold,133,26,50,105,18,23,375051,10700,11924,979
Madhya Pradesh,Kharif,19584,2331,7622,76,Hybrid,311,6,General,125,28,62,108,12,26,392210,11668,13785,1135
Tamil Nadu,Kharif,15632,1363,8158,67,Non-Hybrid,319,7,Cold,154,25,72,187,20,28,258255,10800,10913,951
Tamil Nadu,Kharif,24185,2513,7549,77,Hybrid,283,5,Cold,156,30,56,102,13,25,329958,10158,11796,1107
Maharashtra,Rabi,17704,2728,7818,66,Non-Hybrid,281,6,Cold,166,27,56,141,12,30,358021,5684,9200,1149
Punjab,Rabi,23200,1421,7894,77,Non-Hybrid,312,6,General,179,30,59,121,14,22,358341,6582,10194,1123
Tamil Nadu,Kharif,17074,2396,8001,89,Hybrid,279,5,General,124,27,68,157,13,25,374808,11458,9223,936
Andhra Pradesh,Kharif,20073,1246,7116,66,Non-Hybrid,239,7,General,156,27,56,106,18,27,344281,7227,13967,1070
Punjab,Rabi,24802,2647,6514,61,Non-Hybrid,266,6,Cold,138,25,62,159,12,20,384675,5355,10298,1098
Tamil Nadu,Kharif,11930,2002,6763,72,Non-Hybrid,247,7,General,148,29,52,157,16,22,298563,10632,12147,1030
Rajasthan,Rabi,11549,2115,6765,78,Non-Hybrid,255,4,Cold,128,25,60,174,15,27,279134,7322,12333,1118
Uttar Pradesh,Rabi,10389,1623,7922,85,Hybrid,227,7,General,156,25,60,180,19,29,257213,5415,8941,1200
Punjab,Kharif,17688,1985,6880,87,Hybrid,315,5,General,112,28,57,117,12,22,255120,6898,14265,985
Madhya Pradesh,Kharif,16836,1863,7146,70,Non-Hybrid,243,7,Cold,154,30,68,182,19,23,314624,10866,9971,967
Maharashtra,Kharif,24544,2891,8199,69,Hybrid,214,6,General,92,27,51,102,18,26,308854,7245,10239,1005
West Bengal,Kharif,22337,2560,8159,86,Hybrid,235,4,General,159,29,72,184,17,25,372989,7695,9020,1148
West Bengal,Rabi,11991,2469,7226,88,Hybrid,280,4,General,101,29,51,129,17,26,335109,10003,12224,1170
Andhra Pradesh,Kharif,24750,1623,7617,95,Non-Hybrid,218,6,Cold,126,28,72,111,18,30,260136,8539,11351,1158
Rajasthan,Rabi,13763,1853,6461,86,Hybrid,209,6,General,163,27,70,148,16,21,273466,7134,13266,904
Karnataka,Rabi,18866,2389,7642,71,Hybrid,201,4,Cold,137,27,65,173,12,27,351308,10019,9976,1097
Rajasthan,Kharif,12070,1836,7010,78,Hybrid,260,4,Cold,121,30,54,163,18,20,250342,5951,12320,1077
Karnataka,Kharif,20149,1902,6200,86,Hybrid,271,5,General,167,29,56,198,12,20,380831,9000,8786,1166
Maharashtra,Rabi,13755,2796,7840,86,Hybrid,273,7,General,88,30,72,197,13,30,260711,8207,14159,1191
Tamil Nadu,Rabi,21852,1704,7890,77,Non-Hybrid,299,5,General,136,25,59,146,18,24,348092,7567,8247,1125
Gujarat,Rabi,20745,1768,7700,83,Hybrid,285,6,Cold,112,28,58,195,13,30,381967,6252,12606,1075
Tamil Nadu,Kharif,12238,1238,6664,80,Hybrid,204,5,Cold,162,26,74,185,15,30,383986,7057,13348,1188
Madhya Pradesh,Rabi,14641,2129,6344,65,Non-Hybrid,268,6,Cold,137,26,55,191,16,25,293606,6254,12621,1031
Uttar Pradesh,Kharif,20031,2676,7855,63,Hybrid,266,6,General,119,30,50,106,14,25,327116,6495,9823,1094
Uttar Pradesh,Kharif,12109,1747,6738,72,Hybrid,250,7,General,91,25,74,124,12,21,295817,8258,13410,1141
Maharashtra,Kharif,24060,2762,7851,72,Hybrid,255,7,Cold,131,29,70,107,18,20,398966,9878,11590,1154
Andhra Pradesh,Rabi,16989,2746,7530,95,Hybrid,233,4,General,116,28,54,185,16,30,382920,7008,14104,1200
Karnataka,Rabi,13894,1848,6807,70,Hybrid,241,6,Cold,108,28,70,188,19,28,298166,5242,13279,1140
Gujarat,Rabi,16579,2353,8031,64,Hybrid,315,4,Cold,101,27,57,191,17,27,282154,10809,14671,1048
Punjab,Rabi,13741,1923,8149,95,Non-Hybrid,237,6,Cold,172,24,54,146,12,27,392516,7121,12394,1065
Andhra Pradesh,Kharif,24406,1962,6932,81,Hybrid,219,6,Cold,117,28,73,111,14,24,270728,11706,8532,1029
Punjab,Rabi,20470,2652,8008,93,Hybrid,295,5,Cold,102,26,67,169,17,21,384039,8319,9263,1155
West Bengal,Rabi,20131,1894,6788,87,Non-Hybrid,317,7,Cold,120,26,56,176,17,28,271711,6240,10909,1029
